Komentar,Nama Pengguna,Rating,Tanggal,Nama Aplikasi
"Tolong tingkatkan lagi radar cuacanya, agar dapat memberikan perkiraan cuaca secara akurat dan tepat sasaran walaupun, tidak menyentuh 100% dikarenakan situasi sekarang cuaca gak jelas, terutama untuk yang bekerja jauh, anak sekolah, dll hal itu sangat fatal sekali, apalagi kalau tiba-tiba hujan, khususnya buat anak sekolah, rawan sakit. BMKG memang sudah dapat zona bebas korupsi, tapi kalau ditambah zona beteknologi mutakhir dan canggih terhadap khususnya cuaca, dan bencana alam, lebih baik kan",Volksa Camelia,5,2022-12-16 19:49:01,InfoBMKG
Mantap,Aprilia ick,5,2022-12-16 19:41:31,InfoBMKG
SAYA MEMBUTUKAN B M K G,Anak Majelis,5,2022-12-16 15:27:54,InfoBMKG
Google,Muh Ruhyat,5,2022-12-16 12:55:38,InfoBMKG
App ini sangat berguna bgt buat liat gempa bumi nya,Khanza Arsyila Kurniawan,5,2022-12-16 12:20:00,InfoBMKG
Jos,Ydk 25,5,2022-12-16 10:54:18,InfoBMKG
Sangat berguna 👍,Yanuar Ade,5,2022-12-16 10:22:12,InfoBMKG
Aplikasinya bagus,aldi pojok,5,2022-12-16 05:41:34,InfoBMKG
Apa ini apk ini blm support android 12? Sering fc klo buka apk ini,gio nugroho,1,2022-12-16 03:33:53,InfoBMKG
Cepat n terpecaya,Eko Purnomo,5,2022-12-16 02:44:50,InfoBMKG
membantu dalam melihat situasi terkini,Prayoga Dewangkara,5,2022-12-15 11:09:46,InfoBMKG
Sangat baik klau bisa turun kan hujan di daerah sumbawa kec palampang spayung luar karna kami tdk pernh hujan kekeringan kmi lagi bertani aplikasi nya sangat membantu,Ady putra jayady,5,2022-12-15 09:18:25,InfoBMKG
Gak bisa offline tolong perbaiki lagi,rangga kurniawan,1,2022-12-15 07:19:49,InfoBMKG
Sangat membantu,Sayko Omji,5,2022-12-15 06:37:40,InfoBMKG
"Tolong tambahkan di setiap kecamatan ataupun desa agar prakiraan semakin akurat, dan juga tambahkan sistem pelaporan untuk mengadukan dampak dari suatu cuaca atau bisa dikatakan bencana misal banjir agar lebih mudah dan cepat untuk meminta bantuan ke tim sar atau tim penyelamat ketika banjir ataupun longsor agar lebih cepat penanganannya, dan juga mungkin untuk pelaporan ini bisa di akses meskipun jaringan tidak ada atau offline, karena ketika ada bencana biasanya jaringan tidak ada",055_MIB_Adam Zuhruf ananda farendra,5,2022-12-15 00:30:46,InfoBMKG
semoga bermanfaat buat umat manusia,fatur rahman haribowo,5,2022-12-14 20:55:41,InfoBMKG
👌🏻,anggi anggraini,4,2022-12-14 15:26:15,InfoBMKG
Kadang susah dibuka harus relog terus,DQ Ramdani,3,2022-12-14 13:57:28,InfoBMKG
Gak ada notifikasi utk peringatan jdi agak repot mest buka app dlu baru tau.,laily hikmah,4,2022-12-14 13:55:20,InfoBMKG
"Masih bagusan yang lama... Tolong kembalikan saja ke aplikasi lama, kalau yang baru belum sempurna di uji coba saja 1 tahun sambil di sempurnakan mana yang kurang dari aplikasi yang lama tinggal nambah saja tapi jang dirubah... Ditambah pada menunya saja... Mohon di pertimbangkan... Ini sudah terlalu lama kita menunggu sejak versi terbaru... 🙏",Oviq,2,2022-12-14 11:42:37,InfoBMKG
APK YG SANGAT BAGUS SEKALI TERIMAKASIH YG TELAH MEMBUAT APK INI GOOD 👍👍👍,Rendy Sitorus,5,2022-12-14 10:50:28,InfoBMKG
Ok,ADIAZIASIN (adia),5,2022-12-14 10:46:27,InfoBMKG
Abis diupdate kok malah lemot.....buka aplikasi loadingnya lamaaaaaaaa banget,Alip FXG,2,2022-12-14 08:17:15,InfoBMKG
Penipu,Mahbub Hendro Kartiko,1,2022-12-13 18:16:22,InfoBMKG
Sangat membantu dlm mengetahui keadaan alam saat ini,Ralvin Dasinangon,5,2022-12-13 18:10:56,InfoBMKG
"Semakin baik, tampilan fresh serta kompleks setiap informasi,..",Ridwan saputra,5,2022-12-13 17:02:36,InfoBMKG
Di update bukannya makin bagus malah makin gak jelas gak bisa di buka lagi cmn layar putih doang....hapus ya 😏,Muhammad Bima,1,2022-12-13 14:20:18,InfoBMKG
👎😩...,Iis Riznaini,1,2022-12-13 13:14:48,InfoBMKG
Baru coba,Muh Nasib,2,2022-12-13 12:47:43,InfoBMKG
"Telat infonya, klo ada tsunami, air laut sdah depan rumah baru masuk infonya.",Putu Adhi,1,2022-12-13 11:34:35,InfoBMKG
"Giliran gempa yg jauh jauh notif msk trs !! Berulang bahkan, giliran gempa di yg dkt ga ada notif yg masuk !! Payah deh",Inge Su,3,2022-12-13 11:22:47,InfoBMKG
"Sangat bagus bmkg ada jadi tau biar klo gempa berapa koma berapa jadi ya bisa liat di bmkg aja ya kan teman teman bagi yang beluk download bmkg biar tau berapa koma berapa klo gempa sama biar tau cuaca Nya berapa celcius sekian dri saya,terima kasih",Japang Jippy,5,2022-12-13 10:48:19,InfoBMKG
"Apk dibenerin lah,sering error dah,pas dibuka malah keluar sendiri,padahal memory hp masih banyak,emang dari sananya yang error berarti",Muh Fadhil,1,2022-12-13 10:46:59,InfoBMKG
Best,Ad Dheen,5,2022-12-13 10:45:03,InfoBMKG
Semakin bagus dan responsif app nya,Sugeng An,5,2022-12-13 10:43:31,InfoBMKG
ok,kaurin chanell,5,2022-12-13 10:11:27,InfoBMKG
👍👍,yara bf lombok,5,2022-12-13 10:08:25,InfoBMKG
etzUyA,effiee lovely,2,2022-12-13 03:03:55,InfoBMKG
Info gempa di menu real time: perubahan tanggal seharusnya juga terjadi pada saat perubahan waktu dari jam 23.59 ke 00.00,Roetomo SA,4,2022-12-12 10:04:46,InfoBMKG
"Notifikasi sangat menggangu, seharusnya di radius wilayah terdampak. Kurang profesional.",TAUFIQ NB,1,2022-12-12 09:49:39,InfoBMKG
Kenapa semuanya ga ada yg akurat...d sini prakiraan cuaca d daerahku berawan tapi hujan...trs jamnya ngaco lagi...intinya semua g ada yg akurat...mnurutku apk ini gagal..ga sempurna...tlonk d perbaiki lagi,Aan Nuryana,1,2022-12-11 18:15:03,InfoBMKG
Moga bermanfaat🙏,Irna Kirana,4,2022-12-11 17:40:14,InfoBMKG
Jarang update,Nanda Broo,1,2022-12-11 16:27:24,InfoBMKG
Mantap jdi tau info tiap detik nya kejadian,Geby Gibrael,5,2022-12-11 03:24:57,InfoBMKG
"Dear develop, dan badan terkait apk sudah bagus, kurang 2 bintang saya rasa tambahkam fitur Widget Cuaca agar bisa tampil di home screen, thx",Tezan Darori,3,2022-12-11 00:31:49,InfoBMKG
habis update map nya malah blank,afiet syamsuhari,1,2022-12-10 13:57:07,InfoBMKG
Perlu ditingkatkan keakuratan aplikasinya,Sang Dokter,5,2022-12-10 11:12:27,InfoBMKG
Bagus,Ujang Sutaryana,5,2022-12-10 07:52:52,InfoBMKG
Mempunyai bug yang membuat aplk tdk bisa digunakan,rysns,1,2022-12-10 05:04:51,InfoBMKG
Nyesal gua update padahal udh bagus untuk cuaca maritim seblumnya .sekarang petanya kurang bagus,Hery Palindangi,2,2022-12-10 04:31:48,InfoBMKG
Mantap,Dona Apriana,5,2022-12-09 23:52:17,InfoBMKG
Mantap,Sutisna Tisna,5,2022-12-09 20:33:45,InfoBMKG
Sangat membantu,Real Akun,4,2022-12-09 17:00:36,InfoBMKG
Mantap,Endang Sutisna,5,2022-12-09 12:47:26,InfoBMKG
👍👍👍👍👍,Warkiman Bin Bandi,5,2022-12-09 07:45:55,InfoBMKG
Sangat membantu,Rudhi Wiyono,5,2022-12-09 07:23:45,InfoBMKG
Iy,Sanapia Jo,5,2022-12-09 05:55:03,InfoBMKG
informasi cuaca sangat tidak akuran d aplikasi tertulis hujan ringan tapi kenyataan d lapangan cuaca cerah,Moh. Rizki (Rizki),3,2022-12-09 03:01:25,InfoBMKG
Siapa yang rumahnya hancur terus download ini😀,Aryaanasyar oficial,5,2022-12-09 02:32:55,InfoBMKG
Baru aja di install pas di tutup 5 menit malah kagak bisa dibuka lagi hadehh.,Chaniago ff13,1,2022-12-09 01:53:57,InfoBMKG
Lagu anak sekolah di bawah atau klik yang paling sering ditemukan di sebuah kota di download dan nonton bareng dan berhasil tetapi juga untuk mendapatkan,Oktora Abrilian (Oktora Abrilian),1,2022-12-08 21:13:38,InfoBMKG
Susah di buka seharus nya infonya cepat,Ruhiyat Kamal,4,2022-12-08 13:51:52,InfoBMKG
"Sangat membantu untuk yg belum download, download skrg agar tahu bencana bencana alam",abrakadabra studio,5,2022-12-08 13:18:35,InfoBMKG
Info penting,RAHMAT WIRADIAN,5,2022-12-08 11:22:01,InfoBMKG
Tlg tambahkan suara juga agar jika ad yg masuk kami bisa tahu,Gloria Siwabessy,5,2022-12-08 11:17:54,InfoBMKG
Malah lemot setelah update njiir,zulfikar m,1,2022-12-08 09:44:07,InfoBMKG
Payah tampilan antar muka yg sekarang tidak se ditel sebelum nya seperti patahan sesar terus informasi warna warna pada cuaca😪,Durian Montong,2,2022-12-08 09:29:51,InfoBMKG
"Tampilan UI nya udah bagus daripada yang dulu, tapi saya minta tambahan fitur seperti ada suara bel keras jika terdeteksi adanya gempa dan pastikan gempa itu terasa dari 4.0 magnitude.",Zaqi Dava Alife,4,2022-12-08 06:44:55,InfoBMKG
Tolong diperbaiki bugnya dong dan tampilan untuk gempa buminya untuk wilayah yang merasakannnya lebih luas lagi cakupan kalimatnya biar terlihat semua tulisan wilayah yang merasakan gempanya.,Irwan Syah,3,2022-12-08 05:23:03,InfoBMKG
Sangat Membantu,BERBAGI CERITA,5,2022-12-08 05:21:48,InfoBMKG
"Klo bisa BMKG jg buat notif via SMS, Krn utk didaerah yg sulit sinyal internet sebagai Early Warning Sistem",Erwin Winardi,5,2022-12-08 05:21:01,InfoBMKG
Ok,Achmad Fauzi Chanel,5,2022-12-08 04:29:20,InfoBMKG
Ok,Teddy Sampurna,5,2022-12-08 04:02:45,InfoBMKG
Ok,Asep Rahmat,5,2022-12-08 03:58:40,InfoBMKG
"Notifikasi nya suka telat ,tolong diperbaiki",Karisna Wibawa,5,2022-12-08 03:09:11,InfoBMKG
👍👍🙏💪❤️,dadang gunawan,5,2022-12-08 03:06:44,InfoBMKG
"Indonesia sangat membutuhkan institusi ini, teruslah memberikan informasi real-time terkait bencana gempa dan lain-lain. Semoga kedepannya lebih ditingkatkan sosialisasi terkait mitigasi bencana kepada seluruh masyarakat.",Hasbiallah Ansor,5,2022-12-08 03:02:21,InfoBMKG
Alhamdulillah.. 😇🇮🇩👍,Iwan Kadir Husin,5,2022-12-08 02:39:39,InfoBMKG
"Untuk update kali ini jujur lebih fresh,tpi apakah aplikasi ini bisa memberitahukan penggunannya lewat suara saat ada gempa ?",Marcelino Meliano Putra,5,2022-12-08 02:03:04,InfoBMKG
Terimakasih aplikasinya sangat berguna bagi kami untuk mengetahui apa yang sedang terjadi,Irma [Amelia]new,5,2022-12-08 01:38:08,InfoBMKG
"Peta ok, mungkin bisa ditambahin bayangan, ato shadow patahan yg saat ini diketahui, sekaligus menambah pengetahuan para netizen",Aulia M M,4,2022-12-08 01:26:19,InfoBMKG
Sangat membantu sekali,Bruthus Boy,5,2022-12-08 01:17:43,InfoBMKG
top,firman syah,5,2022-12-08 01:11:23,InfoBMKG
Bermanfaat baagus,Agus bodong,5,2022-12-08 01:10:39,InfoBMKG
Setelah diupdate kok malah susah bgt dibuka aplikasinya....notifnya juga lelet,Pri Yono,1,2022-12-08 01:05:59,InfoBMKG
Sangat mbantu,alibabangeden alibaba,5,2022-12-08 01:03:11,InfoBMKG
Semuanya sudah bagus tinggal pemberitahuan aja klu ada gempa mohon adakan sirinenya jadi lebih bagus begitu min,Jacky Kojak,5,2022-12-08 01:02:23,InfoBMKG
Aplikasi nya kadang bisa di buka kadang juga tidak bisa di buka.. Padahal buka aplikasi yang lain lancar2 aja.. mohon d perbaiki lgi,234 Sc,1,2022-12-08 00:58:51,InfoBMKG
Dulu di analisis curah hujan bulanan bisa dipencet warnanya dan keluar mm nya kenapa sekarang kok gak bisa?dan kalo bisa tambahin analisis curah hujan harian🙏,Siti Yani,3,2022-12-07 20:51:43,InfoBMKG
Sangat sangat bermanfaat terima kasih BMKG,Taufik Urohman,5,2022-12-07 13:48:22,InfoBMKG
"Setelah update malah tidak bisa dibuka pada android 11, internal 256gb ram 6gb, internet lancar, apa maslah nya??? Mending versi lama dong",Taufik boenim,1,2022-12-07 11:33:57,InfoBMKG
"Muncul notif ""Aplikasi memiliki bug"" dan menutup sendiri saat ada notifikasi gempa di Samsung A33",Septian Dwi Cahyo,4,2022-12-07 10:55:39,InfoBMKG
mantap gan,BAYU AJI,5,2022-12-07 08:54:43,InfoBMKG
"Setelah update kok lemot banget,dibuka aja loading lama..pdhal ram 8/256,,parah sih",Agung,1,2022-12-07 05:54:34,InfoBMKG
"Info BMKG sangat bermanfaat untuk memberikan informasi cuaca,gempa..",Anca Ferdiansyah,5,2022-12-06 21:01:47,InfoBMKG
"Baru install pas dibuka cuma blank putih, udah pake data dan wifi tetep ga bisa digunakan, saya uninstall lagi",Indra Satriya Perdana Kusuma Sinaga,1,2022-12-06 17:09:02,InfoBMKG
"Setelah upgrade terbaru tampilan kok malah gmn gitu..., terlebih utk cuaca maritim kok malah friendly tampilan yg versi lama.",hatta andy,2,2022-12-06 15:32:35,InfoBMKG
Bagus,MUHAMMAD RIZKY FALAH,5,2022-12-06 13:04:21,InfoBMKG
Update terbaru kok gak ada tulisan berpotensi tsunami /tidak saat ada gempa?,Streeek Mania,1,2022-12-06 11:14:34,InfoBMKG
"Apk versi baru berat waktu buka aplikasinya, loadingnya lama. Mohon diperbaiki lagi, 2 star aja sementara",Cak Gaps,2,2022-12-06 11:06:13,InfoBMKG
"Bmkg jelek sekarang. Ketika ada ""pemberitahuan"" dan di buka lama banget loading aplikasinya",Tj krajan,3,2022-12-06 10:29:21,InfoBMKG
Apaan si abis di update jadi ga jelas,indah “Putri” putri,2,2022-12-06 09:10:35,InfoBMKG
Selalu Lambat Menginfokan,Hildawati Talibu,1,2022-12-06 08:53:40,InfoBMKG
aneh bagusan yg duluu jd bingung lihatnya,Putri Dewanata,1,2022-12-06 06:56:36,InfoBMKG
"Sudah baik tapi mohon diperbaiki lagi untuk notifikasi dan sesuaikan dengan lokasi.. saya tidak mendapat notifikasi peringatan dini cuaca lokasi saya harus membuka aplikasi baru terlihat.. tapi tiba"" muncul notifikasi gempa yang jaraknya beda pulau dengan saya..padahal peringatan dini cuaca sangat penting seperti merencanakan rute pulang untuk menghindari lokasi"" rawan banjir.. Edit : bugnya banyak banget setelah tampilan baru..",Chairul Fajar,2,2022-12-06 06:20:38,InfoBMKG
"Lebih suka sebelum di update, kita sebagai pelaut butuh liat nama pulau, ini gakda namanya . Pulaupun ada yg nyatu gk jelas. Kalau yg kemarin msih bagus nama pulau ada, kita klik potongan2 bergaris tu kthuan ini perairan ap namanya. Sekarang sangat jelek. Mengecewakan.",Rezky Rangga,1,2022-12-06 02:04:07,InfoBMKG
Kadang telat,Berta Septania,5,2022-12-05 17:11:43,InfoBMKG
Kok gempanya gk real time? Masa sehari setelah kejadian baru ada pemberitahuan. Mohon perbaiki!,Rha_ 345,3,2022-12-05 16:35:12,InfoBMKG
"BMKG kenapa ya sekarang update informasi nya jadi lama, padahal kan dulu kalau ada gempa atau ada apa apa pasti selalu update. Saya cek di Twitter nya banyak banget update informasi baru. Tapi kenapa di apk nya masih informasi yang tanggal 3 Desember. Padahal jaringan saya selalu aktif dan bagus juga. Tolong ya segera di perbaiki, fungsi nya kita download apk BMKG biar kita tau ada informasi apa tentang alam. Agar kita juga bisa selalu waspada. Terimakasih.",Siti Nurjanah,3,2022-12-05 12:52:56,InfoBMKG
"Coba diberi peringatan lewat notifikasi, suaranya kalau bisa super keras, saya harap ini akan menjadi terobosan baru",Rafeeq,5,2022-12-05 12:03:51,InfoBMKG
Akan lebih baik lagi jika update peringatan dini cuaca dapat otomatis dengan klik icon share seperti icon share dihalaman kejadian gempa,Dani Husbini,5,2022-12-05 12:03:14,InfoBMKG
"Tampilan versi baru bagus sih tapi Setelah di update versi baru notif gempa tidak muncul/resfonsif,,,, Bagusan sebelum update slalu resfon notifnya setiap ada gempa berbagai daerah",Angga Trey,2,2022-12-05 10:42:31,InfoBMKG
"Ko bagusan tampilan yg sebelumnya ya, lebih mudah jg di pahami dan lebih aktual ketika terjadi gempa.",Ginarie Dira,2,2022-12-05 07:27:59,InfoBMKG
Saya suka dengan aplikasi ini.sangat membantu bagi saya,ajis saputra,5,2022-12-05 04:42:54,InfoBMKG
Versi sebelum update jau jauh jauh lebih baik,Charles Hariyadi,1,2022-12-05 02:44:08,InfoBMKG
"Perkiraan cuaca salah terus kntl! Bilang hujan seminggu, nyatanya cerah mulu. Cucian sampe numpuk gara nunda jemuran!",Rifqi Rizqullah,1,2022-12-05 01:38:47,InfoBMKG
"Aplikasinya bagus,90% akurat,tapu versi terbaru ini kayaknya asing bagi q.selain teksnya kecil,juga buka aplikasi lama.kalau yg versi lama joss memang.",EKO YULIANTO (Bpk.NANDA),5,2022-12-05 01:20:05,InfoBMKG
Mantap,Ansar Ansar,5,2022-12-04 23:13:47,InfoBMKG
"ok membantu sekali,,",deden sodikin,5,2022-12-04 22:51:08,InfoBMKG
Setiap berita dan data adalah sangat berharga bagi kami 🤳🔮🧕🤙⛑👍👁😷👌,lina muthalib,5,2022-12-04 16:26:25,InfoBMKG
Sangat bagus,Olan Sinaga,5,2022-12-04 15:43:23,InfoBMKG
🤲👍,Fa15aL hndra _ c,4,2022-12-04 12:03:42,InfoBMKG
bagus.....✨✨✨,salsa ardhie,5,2022-12-04 10:34:00,InfoBMKG
kerwn,Ari Aldi,5,2022-12-04 07:48:27,InfoBMKG
"Setelah di update jadi susah di buka,tau gini mah sama gua ga bakaln di update.",Kopraljajang Shimaung,1,2022-12-04 03:10:18,InfoBMKG
Tolong dong tanggalnya di perbaiki kejadian tanggal 4 tapi di aplikasi masih tanggal 3... Banyak warga yang KOMPLEN.. 🙏🙏🙏,raditya praditya,1,2022-12-04 01:06:42,InfoBMKG
Td pagi subuh ada getaran jam 5 pagi kok di bmkg aku gk ada tampil ya kenapa min,Diran Alwi,1,2022-12-04 00:46:11,InfoBMKG
"Sangat di sayangkan update informasinya telat atau tidak sama sekali, saya kecewa.",Agill,1,2022-12-03 23:34:59,InfoBMKG
"Kenapa ini jadi ngaco , pemberitahuan nya jadi telat . Harap perbaiki lagi min🙏",Jeri 96,1,2022-12-03 23:09:54,InfoBMKG
Barusan terasa banget gempa di Cianjur.. knpa ga akurat ya BMKG.. masa tanggal kemaren real time nya..,Lutfi Muhammad,1,2022-12-03 22:49:02,InfoBMKG
Setelah Update jadi lebih susah buka aplikasi sering close sendiri aplikasinya,Dahlan SP,3,2022-12-03 22:31:36,InfoBMKG
"Notif lama muncul nya, ngasih tanggal juga ga bener",Raya Rizky,2,2022-12-03 22:23:16,InfoBMKG
"Pak tolong tanggal di realtime gempanya salah, lambat 1 hari, tolong diperbaiki",Asep Nugraha,1,2022-12-03 22:20:15,InfoBMKG
Aplikasi di buka aja lama bangtt masuk nya... Lemot bangt.. padahal hp gue jarang lemot.,Satriya Ali hanafiah,1,2022-12-03 16:05:16,InfoBMKG
"Hanya usul saja pak,untuk update gempa yang berpotensi Tsunami agar lebih cepat masuk aplikasi,kami yang tinggal nerdekatan dengan patahan Australia hanya memegang info dari Aplikasi BMKG ini. Durasi kami melarikan diri hanya diberi kurang dari 15 menit untuk mencapai ketinggian.Semoga pencipta Aplikasi ini senantiasa diberikan berkah Tuhan yang maha kuasa.",Septian Maulana,5,2022-12-03 15:33:52,InfoBMKG
Sangat cepat dan sangat bermanfaat,Muhtar,5,2022-12-03 15:04:13,InfoBMKG
bintang 5,Sutisna Jatibarang,5,2022-12-03 14:45:11,InfoBMKG
Cuman saran setelah atAu sebelum kEjadian peringatan Dini update lebih awal.,Ridwan Hermawan,3,2022-12-03 14:06:03,InfoBMKG
Good lah bae,Sulaiman Bin kasturi,5,2022-12-03 13:48:17,InfoBMKG
Tolong dimanfaatkan fitur EWS standart Internasional di OS Android. Saya ngalamin gempa gak pernah muncul EWS di Android tambah fitur EWS dimanfaatkan salah satu Provider untuk mengirimkan Iklan,Yesika Agusmi Rahayu,5,2022-12-03 13:04:57,InfoBMKG
Bermanfaat,AkmalKurniawan,5,2022-12-03 13:03:32,InfoBMKG
Sangat berfungsi,TRIO SI BOLANG,5,2022-12-03 12:25:17,InfoBMKG
"Aplikasi yg emg bner2 berguna d masa-masa rawan gempa, informasi gempa kadang cepat kadang tidak, tapi itu sudah bagus. Tampilannya pun sdah di update makin modern dan enak d mata. Harapan kedepannya semakin ditingkatkan.",Ahmad Rabil,5,2022-12-03 12:25:09,InfoBMKG
5bintang,laskar naura,5,2022-12-03 12:09:22,InfoBMKG
"Mohon sekali min untuk diperbaiki, kok.gak ada notif gempa jadinya, jaringan kuat, tapi bukanya aja lama, Saya jadi nyesel upgrade ke yg baru, tau gini mending yg lama aja, notifnya langsung ada",Pitria Sari,1,2022-12-03 12:01:40,InfoBMKG
Sejauh ini bagus tapi kok skrg aku gk dapet notif yah? Padahal apk bmkg harus lebih utama lohhh,Amelia Dewi purwanti,3,2022-12-03 11:50:29,InfoBMKG
Berberapa minum dari sumber pengetahuan. Anda hanya berkumur.,Aditya Maulana,1,2022-12-03 11:41:19,InfoBMKG
Ok,Petir Sadewa,5,2022-12-03 11:20:35,InfoBMKG
"Setelah update kurang suka sama tampilannya bagusan yg kemaren. Sama sekarang ga bisa kebuka, setiap buka layar putih aja",Mad Jaber,1,2022-12-03 10:59:46,InfoBMKG
Sangat bagus di install apalagi yg dekat dengan daerah gempa,Asri Agusti (Agus),5,2022-12-03 10:42:38,InfoBMKG
mantap tampilan aplikasinya semakin bagus,Xirn Four,5,2022-12-03 10:35:39,InfoBMKG
👍 the best 👍,Enda,5,2022-12-03 10:32:28,InfoBMKG
Parah banget setelah update,Irsyad Arpillah,1,2022-12-03 10:30:34,InfoBMKG
"Terasà meski ngga terlalu besar, namun bikin hati ini miris, meski jauh dari pantai",Tatang Ruhiyat,5,2022-12-03 10:28:35,InfoBMKG
Ini kenapa ya ko di setiap 45% mentok Mulu sih jadi ngulang ke 0% lagi udah 4 kali,Agit Ganwa mayasa,1,2022-12-03 10:23:41,InfoBMKG
Qo engga ada keterangan berapa lama nya guncangan gempa terjadi ya? Apa sy yg engga liat ya,Dian Pusparini,4,2022-12-03 10:23:31,InfoBMKG
G ada dibuka.....,asep kusnendar,1,2022-12-03 10:22:34,InfoBMKG
👍🏻👍🏻 Selalu dapet info terbaru tentang gempa.,Parisha Aprilani Salma,5,2022-12-03 10:19:31,InfoBMKG
2-3 menit datanya langsung update,Farhan Sani,5,2022-12-03 10:05:10,InfoBMKG
Sangat membantu,Singgih Utomo,5,2022-12-03 10:02:32,InfoBMKG
Berguna sbg bahan referensi,Sigit Sudibyo,5,2022-12-03 10:01:17,InfoBMKG
Comend 3 Desember 22 semenjak aplikasi di update malah eror gc ke buka menunya juga jadi ribet harus buka ini buka itu kalo mau ngecek gempa atau status cuaca gc se simpel dulu sebelum update ahh aparah admin tolong lah perbaiki,sya,3,2022-12-03 10:00:13,InfoBMKG
Gempa,lizra aaal,5,2022-12-03 09:59:08,InfoBMKG
"Ko udah gak bisa masuk sih padahal baru pasang,tolong aplikasih nya di perbaiki🙏🙏🙏",Ani Anhi,1,2022-12-03 09:57:13,InfoBMKG
Harus nya tingkatkan lagi sebelum gempa pemberitahuan nya bukan nya setelah nya keburu mati ketimpa reruntuhan,Apep mahendra,1,2022-12-03 09:56:12,InfoBMKG
Membantu sekali,Sutarni Wonogiri,5,2022-12-03 09:53:21,InfoBMKG
Bagus infonya BMKG,Nuril Riil Official,4,2022-12-03 05:15:22,InfoBMKG
Ok,Berkat Sejati (TokoBerkatSejati),5,2022-12-03 04:55:14,InfoBMKG
"Update bagus, tampilan bagus, sangat membantu, tetapi sering bermasalah pada aplikasinya, banyak sampah, harus sering uninstall dan install lagi, kenapa demikian?",Suta Sutaway,5,2022-12-03 01:54:10,InfoBMKG
"Lama banget nunjukin gempa terkini nya. Baru muncul infonya, setelah beberapa jam dari kejadian. Malah cepet tahu dari seraching mbah google. Kirain pasang aplikasi bakal lebih cepet tau gempa terkini.",Azmi Fathurrohman,2,2022-12-02 23:20:18,InfoBMKG
Ga ada info terupdate... Padahal di daerahku ada gempa.. Malah lebih update liat di twitter,Ayie Masfiah,3,2022-12-02 21:16:03,InfoBMKG
Menarik,Ilham Ismail (Ilham),3,2022-12-01 16:50:21,InfoBMKG
Aku mohon tingkatkan lagi aplikasi nya dan hapus semua bug nya di aplikasi ini Terimakasih atas aplikasi ini yang telah membantu saya dengan map citra satelit untuk mendeteksi mentug atau tidak nya Aku beri bintang 5 🌟🌟🌟🌟🌟 untuk aplikasi ini,VY Canismajoris,5,2022-12-01 14:04:17,InfoBMKG
Kurang di pahami dan kadang mati2 sendiri mending aplikasinya yg lama gampang di mengerti akurasi nya sesuai perkiraan cuaca,budiman makmur,2,2022-12-01 09:47:08,InfoBMKG
Sangat membantu,Rusmana Aja,5,2022-12-01 09:43:01,InfoBMKG
Gk jelas,bariq sitorus,1,2022-12-01 07:42:30,InfoBMKG
Habis update app malah gk bisa dibuka. Padahal internet lancar dan stabil.,Ipnu Mirmo,1,2022-12-01 06:59:14,InfoBMKG
"Untuk informasi update terkini gempa sangat membantu, mantap aplikasinya selalu update, terimakasih.",AGER ER,5,2022-12-01 02:39:01,InfoBMKG
Sangat bermanfaat,Depry Maulana,5,2022-12-01 02:17:29,InfoBMKG
